pendapatan_per_kapita,skor_aset,jumlah_tanggungan,kualitas_hunian,akses_sanitasi,radiasi_satelit_ntl
915027.61,26.67,3,4,0,31.35
269820.95,25.64,6,2,1,46.97
661805.3,39.9,3,3,0,19.68
280254.75,50.27,6,1,1,27.8
251176.06,39.05,6,2,1,47.82
655652.2,59.01,2,3,0,44.99
875019.78,36.35,3,3,0,1.64
1450982.19,25.06,3,2,1,17.67
1334475.51,83.34,3,1,0,36.98
155484.5,27.05,6,3,1,0.14
1432468.22,92.16,3,4,1,43.16
409548.47,93.93,4,2,1,25.16
568639.47,69.23,5,3,1,4.42
230229.72,52.67,5,2,0,22.18
539767.4,77.61,4,5,1,24.68
797806.7,84.22,3,1,1,18.41
116230.08,70.32,7,1,1,22.77
952026.37,18.67,3,1,0,44.58
1482067.63,10.25,3,4,1,16.27
595167.97,26.31,3,5,1,48.05
2242167.74,26.03,2,4,0,34.38
884729.05,25.51,2,4,0,44.81
660209.71,53.33,5,1,1,10.53
261898.12,54.21,2,2,1,24.64
4231721.69,71.46,2,5,0,28.31
1621176.47,27.12,3,3,1,4.36
334297.56,17.88,5,3,1,24.73
101213.47,66.62,6,3,0,43.06
471360.8,51.14,5,2,1,2.7
833713.15,66.64,1,4,0,32.15
863112.08,42.36,3,3,0,49.44
634533.31,73.82,4,3,0,26.42
281774.88,68.02,4,3,1,15.24
776958.57,65.28,5,4,1,29.29
1607511.1,12.34,2,2,0,27.12
712158.72,82.94,5,1,1,5.35
664441.64,42.01,3,2,0,10.79
212010.53,21.53,4,1,0,33.5
891293.45,74.23,4,3,1,29.67
561948.15,51.35,3,3,1,17.28
215310.74,12.72,4,5,1,48.93
1115629.37,76.46,4,4,1,32.27
1164596.28,46.98,6,3,0,11.62
967145.22,74.17,2,4,0,23.61
1448493.75,74.23,5,4,1,35.61
523605.84,18.49,4,4,1,33.63
225441.57,62.12,7,1,1,12.39
452757.82,40.61,3,2,1,32.43
1323718.11,56.44,4,2,1,16.71
413867.59,17.53,3,5,1,22.93
770555.7,60.0,4,3,0,33.49
236272.77,76.09,6,4,0,29.09
501422.16,93.88,3,4,1,35.67
735798.74,37.22,5,3,1,19.15
526162.62,23.19,3,1,1,37.62
1555212.53,41.1,1,1,1,0.88
1304161.06,11.64,3,4,0,9.48
861714.17,44.75,6,4,0,48.66
1459590.83,87.74,2,3,0,4.43
669302.2,26.52,2,2,1,33.13
243257.4,50.61,6,1,1,45.85
297163.87,58.67,7,2,1,42.99
600947.99,25.29,4,3,0,45.65
219222.51,38.06,5,3,1,49.2
611937.14,87.47,5,5,1,17.93
521786.43,35.14,4,5,0,16.57
236088.67,64.01,3,3,0,6.13
227113.73,21.64,5,4,1,10.15
293046.0,66.94,5,4,1,32.68
379590.18,33.73,5,4,1,16.62
1231975.29,29.66,5,3,0,17.12
1143673.04,20.55,2,2,1,32.33
399082.95,13.98,3,2,0,5.32
565849.9,92.27,4,5,1,2.89
114655.82,45.18,14,4,0,40.16
481863.92,76.1,5,2,0,39.51
1404502.12,88.21,2,2,1,19.32
4096069.4,27.34,1,3,0,29.69
651358.73,83.94,3,3,0,11.98
883473.74,70.18,6,2,1,18.45
854711.48,59.13,4,4,1,1.92
324240.86,78.77,4,1,1,13.75
2488774.83,19.41,3,2,1,0.92
482510.9,32.41,5,5,1,21.26
300328.13,21.14,4,4,1,26.03
1069080.96,86.16,5,3,1,24.82
3448739.54,18.4,2,5,1,17.1
388771.45,93.3,5,5,1,10.43
488550.22,19.34,3,1,1,22.77
446985.16,66.25,4,1,0,43.51
608895.0,66.14,5,2,1,49.16
1422749.33,89.16,3,5,0,15.71
1396033.02,37.47,2,4,0,48.72
421508.83,38.22,5,1,1,21.78
1217746.65,81.93,4,3,1,30.7
821716.67,93.18,2,4,0,40.21
736094.43,12.56,5,2,0,18.04
556014.71,64.0,3,4,1,10.49
513587.59,30.71,5,2,0,13.73
926079.42,71.88,2,2,0,41.95
273916.49,75.68,7,2,0,46.73
225857.14,74.81,7,5,1,6.51
1481106.69,47.02,3,5,1,34.76
425760.43,23.41,3,5,0,1.84
635847.14,59.7,2,5,1,43.76
1769666.69,77.07,4,2,1,42.86
509302.99,87.54,7,4,1,38.75
236992.7,48.47,2,2,0,41.24
353115.47,30.88,4,4,1,30.26
668509.84,20.1,1,3,1,7.45
280209.05,77.8,4,2,0,45.74
150805.17,55.5,2,2,1,7.14
456576.66,67.31,4,3,1,11.34
333108.19,23.54,3,4,1,21.69
293617.45,10.56,7,3,0,24.95
186956.81,92.24,4,4,0,4.91
520972.61,78.93,4,2,0,38.11
309159.41,44.0,5,4,1,6.95
1220629.68,48.86,4,4,0,32.77
1156050.2,88.97,4,1,1,22.65
1588117.93,27.65,2,2,1,40.57
271650.68,78.24,6,4,1,14.85
1631375.16,11.52,4,4,1,41.84
130146.94,84.44,6,3,1,12.69
142358.72,60.09,6,2,1,28.76
628516.68,50.59,3,1,1,24.36
2555633.19,70.05,3,2,0,17.69
585361.2,15.75,3,2,1,0.69
355263.46,26.62,5,2,1,19.95
208680.45,44.59,4,2,1,6.01
1165831.89,62.52,3,1,1,11.34
585455.98,22.29,6,4,0,34.45
1061117.16,42.26,3,2,0,28.61
271856.51,32.18,5,3,1,26.4
185361.97,64.87,7,2,0,28.24
228166.82,88.14,4,3,0,6.09
417018.39,24.11,5,2,1,8.32
345636.63,26.09,3,1,0,27.19
195655.78,61.04,5,5,0,20.4
768840.17,48.55,2,3,0,23.21
739226.11,71.04,2,2,1,43.97
478590.49,34.47,3,2,1,9.34
437183.06,56.31,6,3,0,45.54
1039532.34,42.88,2,3,1,42.89
416987.71,33.91,4,2,1,45.1
737628.41,71.99,3,3,1,32.1
182284.57,77.65,6,2,1,43.21
422408.98,37.96,5,3,1,49.56
542567.15,62.95,4,4,1,23.62
114951.06,25.18,7,1,1,43.1
900875.09,77.23,4,3,1,45.19
233678.58,33.91,5,2,1,15.56
523290.23,24.53,4,1,1,22.19
996847.11,89.9,4,5,0,28.73
1727626.18,45.91,2,2,0,17.52
674675.93,64.7,3,3,1,16.18
265864.25,78.78,6,2,1,19.1
1166939.25,68.32,3,2,0,21.25
495368.65,58.0,6,3,0,12.69
195452.14,41.59,7,3,1,23.72
307665.81,88.07,4,4,0,38.96
190608.07,21.35,3,3,1,31.26
724912.92,85.13,3,3,1,19.05
471694.59,70.34,4,4,1,7.89
784088.29,58.57,5,3,1,41.22
1229706.25,37.6,2,5,0,25.62
883016.89,22.41,5,3,0,48.56
434942.52,47.67,3,2,0,12.71
981263.04,76.62,4,3,0,8.86
1443599.45,73.35,1,3,1,0.5
790375.38,64.86,4,2,1,4.22
137721.04,94.36,6,2,1,19.33
761061.08,92.67,3,3,1,9.99
86101.07,44.0,7,4,1,1.99
422279.69,26.37,4,2,1,11.35
2582355.17,49.43,1,2,1,36.46
483499.99,81.79,3,4,0,36.81
527862.04,48.98,2,1,1,7.57
366021.19,38.56,9,4,0,46.83
372683.35,73.0,5,4,1,8.04
369521.15,65.26,4,3,0,4.56
406646.54,92.34,5,2,1,8.23
2411373.65,56.69,4,1,0,7.11
792274.97,92.24,5,2,0,31.62
663832.23,34.73,6,4,0,7.9
429152.8,83.51,6,5,1,31.75
730349.8,39.83,3,4,0,13.9
156958.75,78.82,3,3,1,12.5
263859.98,88.71,5,5,1,44.87
297216.9,62.97,5,4,0,10.8
91964.2,71.93,7,3,1,43.24
165014.9,91.48,6,1,1,15.25
201367.29,41.89,3,2,1,49.56
322947.88,53.48,6,2,1,49.05
1080189.77,86.35,3,2,1,41.4
641975.39,67.19,6,2,0,43.42
363291.39,84.26,7,5,0,41.18
222464.83,62.55,5,4,0,31.52
155510.19,72.88,4,3,1,40.47
138197.74,11.11,5,3,0,31.45
308660.78,38.87,3,2,1,42.12
232639.72,75.49,5,1,0,46.78
600512.43,44.34,3,3,1,37.69
359650.92,40.84,3,2,1,48.24
404993.41,90.88,6,2,1,22.47
574941.52,56.97,3,2,1,46.28
332557.47,26.36,6,2,1,11.39
786000.27,50.14,5,1,1,1.67
488313.93,54.09,2,1,1,6.49
849676.07,94.04,3,4,1,8.1
196620.54,71.05,10,3,1,41.24
324639.4,54.15,5,3,1,20.11
562077.11,46.72,6,3,1,11.74
839963.85,87.82,4,4,0,40.63
280916.05,64.9,4,4,0,10.19
355494.74,40.27,5,5,0,3.99
586796.08,49.49,4,2,1,23.36
561060.3,33.64,3,4,0,3.56
563304.09,91.64,5,5,0,14.02
782385.54,69.67,3,1,1,35.05
661531.03,43.35,9,2,0,18.79
395808.32,25.57,2,3,0,4.47
368464.81,25.05,5,4,1,20.21
191595.0,50.61,6,1,0,25.71
1424479.86,49.74,2,3,1,12.59
375701.3,45.51,2,4,1,8.63
610170.23,82.4,4,1,1,38.11
452869.21,93.23,3,1,0,3.49
255266.91,40.16,5,5,1,47.85
166485.44,35.04,5,4,1,0.48
1499968.15,75.46,1,3,0,32.6
1266905.7,48.23,3,2,1,6.77
325503.12,28.49,6,4,0,27.4
577908.22,25.38,5,5,1,9.45
1794384.82,33.85,3,4,0,1.81
774243.0,10.11,3,2,1,43.0
354486.63,90.02,4,3,1,21.25
874789.92,46.57,3,1,1,13.83
357584.85,17.04,4,2,1,47.37
366242.89,24.02,4,4,1,4.19
265521.75,37.48,3,1,1,17.49
691291.3,56.89,5,1,1,8.95
1572847.86,69.82,1,3,0,49.56
552917.78,36.17,4,2,1,27.35
354977.81,91.4,3,2,1,40.63
1287768.45,74.63,2,2,1,8.26
179319.63,80.19,7,3,0,15.29
455285.7,37.51,4,2,0,31.02
1119153.7,42.38,3,3,1,8.98
1062189.92,55.74,3,2,0,25.05
978361.76,48.39,2,1,0,46.59
228778.39,32.09,3,4,0,46.52
2985840.92,94.77,4,2,0,17.81
1412993.44,82.11,4,3,0,25.86
611803.84,30.23,5,3,1,10.0
420611.73,85.85,3,2,0,48.93
926062.98,59.89,2,1,1,26.04
1431091.13,11.07,1,4,1,10.4
846508.61,39.42,5,3,1,42.25
580245.97,12.19,4,3,1,21.08
412870.55,17.46,3,4,1,31.84
747432.86,25.21,2,1,1,42.19
1295102.75,51.17,3,4,1,15.53
1035733.88,42.41,5,3,1,28.94
2480204.95,22.66,2,3,0,2.9
446104.76,43.54,7,4,0,11.8
567963.7,35.87,3,3,1,7.02
40505.03,44.86,7,1,0,32.25
394958.73,24.65,6,4,0,12.81
282940.69,61.83,7,4,1,38.02
718827.7,13.79,3,3,0,38.08
341321.09,42.97,6,3,0,39.23
178939.81,86.07,5,2,1,6.72
692560.43,45.67,4,3,0,26.35
1448707.89,47.49,2,4,1,33.99
1492937.31,15.78,2,3,1,16.21
1166284.85,61.46,3,4,1,13.08
949621.44,89.59,3,4,1,35.93
387584.04,34.79,4,2,1,17.63
380050.71,43.43,5,3,1,12.52
698061.6,59.99,3,3,1,28.19
1057557.42,17.92,2,3,1,31.06
902240.35,90.77,4,1,1,38.86
1458696.92,49.75,2,3,0,2.14
1149280.43,19.78,6,1,1,8.81
2483722.74,38.49,3,4,0,38.88
693271.84,41.78,3,5,0,26.64
66131.1,39.36,3,2,1,40.32
2082234.8,68.92,2,3,1,22.48
286741.47,39.37,5,4,1,23.02
306451.65,37.53,4,2,1,18.94
312229.86,37.38,5,2,1,34.59
189581.19,76.12,8,4,0,29.55
954315.49,36.21,3,3,1,19.7
111126.93,11.19,7,3,1,9.46
259645.67,41.07,4,5,0,0.22
812022.11,33.65,3,5,0,4.66
1440670.57,87.27,2,4,1,5.48
485612.14,50.62,6,2,1,28.51
412159.6,29.94,3,2,1,37.98
220488.91,93.43,5,4,0,22.9
292605.68,30.97,5,3,1,20.77
457936.47,74.86,5,2,1,6.69
1611497.02,65.21,3,3,1,45.06
290218.83,49.29,2,4,1,36.79
347362.73,44.5,5,2,1,20.9
297087.1,84.15,3,5,1,4.94
91969.55,50.38,8,3,0,42.32
708380.09,41.91,5,4,0,8.56
687268.54,40.11,4,2,1,33.7
370923.07,33.45,7,3,0,17.05
689124.75,44.76,5,4,1,42.99
371711.87,20.19,4,3,1,29.39
254908.01,15.54,6,3,1,11.45
2453009.22,56.02,3,3,1,0.73
285015.23,48.61,6,1,1,10.7
1027323.03,24.74,3,4,0,18.33
663455.22,19.08,3,4,1,35.45
327059.6,22.18,2,2,1,10.88
116283.29,36.8,5,4,0,13.15
280175.52,48.38,5,4,0,21.81
934125.79,26.43,4,3,0,2.24
1060618.41,74.23,3,2,1,38.44
686257.63,26.43,5,2,1,4.03
365550.61,20.55,3,3,0,36.88
1742639.03,94.54,3,3,1,13.47
555662.76,48.06,2,3,1,23.05
1126411.48,24.45,2,2,1,20.58
1970481.77,86.04,1,4,1,12.74
595444.47,29.64,3,3,0,12.86
737776.21,88.67,6,5,0,47.46
259755.42,20.11,5,1,1,15.34
441127.69,81.55,2,1,1,9.24
1003345.14,25.66,2,3,1,12.6
311971.17,89.76,5,2,0,34.79
3760774.17,58.81,4,3,1,15.51
495907.66,26.14,6,2,1,8.66
387744.27,81.81,4,3,1,20.78
210427.22,43.2,5,3,1,5.97
160417.1,72.29,4,3,0,19.99
535909.92,64.69,2,2,1,43.12
708108.62,70.72,3,4,1,18.71
1556242.63,39.22,3,4,1,25.76
647746.06,89.8,6,2,0,39.48
454984.66,57.58,5,4,1,25.85
816638.84,16.59,2,2,1,2.46
465957.4,15.67,5,3,1,10.82
484176.56,72.75,3,2,0,44.72
505408.92,82.25,11,3,1,40.13
589997.51,69.1,3,1,1,38.06
627554.0,33.59,3,3,1,27.42
524660.44,29.2,1,5,1,17.73
587791.05,58.06,3,4,1,34.75
818800.81,26.73,4,4,1,33.2
149261.68,42.22,7,3,1,32.17
421238.94,63.44,3,1,0,25.23
354478.17,34.22,9,2,0,13.04
408749.79,41.91,2,1,0,21.83
748063.16,40.64,5,3,1,25.65
360201.65,49.14,4,3,0,10.88
1570428.5,67.32,1,3,1,11.58
505107.11,76.5,2,3,0,39.61
621899.26,66.53,4,2,1,16.06
2891572.13,12.22,3,1,0,48.69
1056303.44,86.23,3,3,0,21.88
1180476.63,59.4,1,3,0,30.48
1306366.35,88.22,3,5,1,25.25
1639648.21,91.93,1,2,0,24.71
1130755.59,49.77,4,3,0,44.51
643429.62,87.89,5,4,1,4.74
113040.65,41.06,3,2,1,17.35
217100.21,32.13,5,5,1,14.37
698851.27,16.26,5,2,1,16.37
434328.51,48.41,5,5,1,45.64
357587.06,68.54,3,1,1,3.59
338931.04,93.03,4,3,1,14.24
631755.69,54.31,1,4,1,36.91
376072.84,72.43,5,2,1,12.01
2490020.61,86.17,3,1,1,41.67
642757.07,56.17,5,1,1,16.56
3689874.56,24.18,2,1,0,5.75
673336.4,82.1,5,3,1,26.01
918220.87,58.8,4,4,0,25.62
1620350.19,74.47,4,1,1,2.05
497285.73,65.97,5,1,0,35.92
886039.16,15.19,2,1,0,7.17
921078.14,24.37,4,2,1,10.75
790597.82,34.33,6,5,0,28.17
371657.07,34.2,4,2,0,44.55
321503.65,81.33,4,3,0,1.13
431005.32,60.85,5,2,1,41.16
1088473.74,17.09,3,1,1,37.73
640123.7,42.91,5,2,1,8.17
105456.93,57.29,8,2,1,18.71
2080983.86,31.38,3,1,1,45.31
337394.01,13.39,4,4,0,7.4
563740.16,42.32,3,3,1,5.66
384536.92,49.2,3,3,1,36.79
3336340.19,86.91,3,2,0,23.6
764234.62,87.21,3,2,1,14.28
396647.26,52.53,3,1,0,8.68
665914.27,50.08,5,1,0,36.14
1048497.96,64.44,3,2,1,22.03
1771547.09,31.94,1,4,0,12.05
1641657.31,34.29,2,2,0,47.17
402806.89,10.22,3,2,0,28.1
184389.84,16.65,8,3,0,17.73
148386.5,25.17,4,3,0,36.01
447970.28,64.45,2,3,1,24.87
1466345.96,28.08,4,2,0,0.57
1061739.61,20.55,5,3,1,42.05
343765.05,62.39,6,4,1,3.41
1344408.24,65.4,4,2,1,49.47
450296.24,15.07,4,5,0,17.55
571112.52,75.7,3,3,1,26.29
2051140.19,61.52,1,3,1,49.98
919789.26,43.75,2,3,0,13.53
435647.12,93.57,4,4,1,23.19
1312476.77,10.87,3,3,0,37.77
433932.16,56.31,5,5,1,23.4
3040367.82,23.57,1,2,1,16.76
736298.14,37.99,5,4,0,6.12
500555.4,21.32,5,3,0,25.7
276936.31,66.8,4,4,1,27.63
176106.21,44.13,5,1,1,11.72
541974.39,93.84,4,2,0,16.76
1789141.08,65.58,1,4,1,15.0
1044749.47,87.97,2,2,0,21.43
490938.04,30.47,4,4,1,39.93
1557176.38,37.1,6,5,1,16.7
178514.72,40.83,5,2,1,13.7
150202.23,81.27,4,3,1,42.01
605089.55,27.99,4,2,1,40.57
790957.32,90.47,2,2,0,39.69
599197.39,13.7,4,3,1,37.16
703649.37,85.64,4,2,0,44.45
856855.79,48.37,5,3,1,35.69
133773.73,54.7,6,5,0,8.55
283943.73,94.78,5,2,1,1.75
854818.52,83.95,3,4,1,9.18
1049333.62,86.84,3,2,1,18.3
2464396.34,59.77,3,2,1,2.74
879516.87,91.29,4,2,1,37.87
239542.3,68.46,8,1,1,32.1
193683.19,79.64,6,3,1,35.93
282656.65,71.28,5,3,1,4.88
1389394.09,76.38,1,3,1,16.51
2937707.81,64.23,1,2,1,23.02
330475.67,71.74,7,3,0,30.17
128014.67,47.05,7,2,1,40.16
508818.59,70.08,3,3,0,48.85
1118966.72,33.53,3,1,1,4.2
816175.86,63.97,3,3,1,32.12
697245.19,54.52,4,3,0,6.83
2494884.58,86.38,1,4,1,15.06
5261140.79,67.22,1,4,1,38.63
761475.71,60.71,3,3,1,49.71
224689.82,36.61,7,4,1,26.37
228915.69,83.34,5,3,0,17.72
767699.29,14.6,3,3,1,10.78
229218.37,86.48,2,4,0,39.15
355041.05,65.5,5,4,1,45.2
292066.45,26.11,6,3,1,42.44
437210.61,86.75,2,5,0,25.53
284004.72,37.74,4,2,1,29.5
1074302.56,24.3,3,5,0,41.85
455426.28,37.13,5,2,0,46.45
351271.09,91.69,6,3,0,46.96
397141.95,73.98,6,4,1,34.52
2096073.84,87.93,1,4,1,9.66
696594.03,35.4,6,2,0,15.72
1067585.73,17.01,2,5,1,13.38
413298.33,57.83,2,1,0,8.76
878805.18,51.06,6,1,1,12.61
825373.98,71.25,3,4,1,43.51
696136.18,56.13,2,4,1,38.54
233669.88,43.7,4,4,0,2.28
1257204.74,10.4,2,4,1,7.47
369630.41,49.76,5,1,1,49.24
1274664.69,20.25,4,1,0,11.38
1611144.95,88.37,1,5,0,31.76
399895.78,88.35,3,3,1,10.36
848464.37,78.31,4,5,0,11.76
1727216.92,23.42,2,5,0,24.98
548474.72,22.53,4,3,0,24.43
425025.34,57.88,7,3,0,32.34
646142.56,71.83,3,2,1,8.49
760481.28,86.89,3,1,0,13.21
1329591.41,85.99,3,3,0,31.24
721362.19,23.2,4,4,1,4.96
358253.97,94.62,5,3,1,45.48
495931.43,23.33,9,1,0,9.02
68540.26,81.41,7,1,0,21.98
970274.05,59.89,7,1,1,5.52
237473.72,67.65,3,3,1,34.27
194431.3,61.34,7,3,1,16.41
483668.54,83.92,4,3,1,3.77
302656.0,64.15,6,3,1,29.67
906686.72,82.14,4,2,0,49.04
525523.85,23.12,2,4,1,43.56
772855.83,83.67,3,2,1,35.17
280305.35,94.4,5,3,1,0.73
473376.66,66.23,5,2,1,43.01
953590.36,92.99,2,1,1,44.85
349410.22,28.69,6,2,1,2.0
1425516.98,80.49,1,5,1,6.21
730010.68,24.37,2,2,0,22.63
1177867.7,53.86,2,1,1,20.16
498978.93,66.44,7,2,1,14.79
346188.27,66.12,4,4,1,9.98
1177306.16,67.02,1,2,1,27.5
477498.66,37.28,6,3,1,38.59
972232.72,92.77,2,2,0,46.86
815865.28,10.56,4,5,1,15.12
575718.72,62.78,2,5,0,35.19
170423.58,83.62,4,3,1,39.43
240010.53,85.74,6,4,0,23.95
250383.88,71.22,5,2,0,46.06
472802.29,58.86,4,2,0,1.25
225513.07,48.87,6,3,1,45.03
773217.62,48.21,4,2,1,44.64
416989.15,46.13,4,2,1,6.94
542525.48,69.49,4,5,1,22.03
363240.8,72.15,6,2,1,25.84
742932.72,53.75,3,1,1,20.16
977130.36,72.97,2,4,0,44.79
673380.65,54.92,4,2,1,35.68
410033.7,18.27,3,3,1,6.26
1530398.12,82.39,3,1,0,46.33
245773.93,83.99,7,1,1,2.4
225658.07,32.65,4,3,1,29.82
443922.87,76.85,5,2,1,26.18
594897.58,53.45,2,3,1,3.71
591113.19,20.54,5,5,1,34.82
3732602.11,43.83,2,3,0,48.13
1236823.24,16.51,1,3,0,22.98
302543.96,76.85,8,1,1,25.74
230518.03,26.68,3,4,0,19.26
867812.41,23.97,3,4,1,43.77
194232.71,27.73,6,3,1,46.4
1362864.41,29.22,1,2,1,19.91
341333.68,67.29,3,3,0,44.55
1025487.27,64.28,3,2,0,10.3
1209563.76,20.99,3,5,1,22.95
502693.93,71.58,4,3,0,12.67
295094.11,39.67,4,3,0,11.27
857652.56,48.89,6,2,0,42.86
157994.01,20.61,8,2,1,35.74
180623.19,70.23,3,4,0,3.44
435075.1,41.98,6,3,1,37.89
204372.03,63.73,5,2,0,28.69
598035.75,46.31,6,2,1,39.37
394361.4,14.15,4,2,1,29.71
2848285.93,69.8,1,1,1,18.93
2298467.21,56.96,2,5,1,24.8
119999.53,46.91,8,4,0,7.17
1411887.08,27.13,1,5,1,15.6
947374.9,63.07,2,3,1,1.21
997585.24,33.39,5,4,1,20.37
267141.15,46.48,5,2,1,4.65
693946.82,14.8,2,3,0,33.06
1320785.46,76.02,2,2,1,45.64
467451.31,17.65,3,4,1,37.06
724258.2,85.72,3,3,1,10.45
97697.96,83.74,8,3,0,25.4
1871598.81,92.54,4,4,0,35.63
294419.87,87.22,3,4,1,40.3
1634664.88,92.57,1,5,0,14.22
486123.03,85.42,4,3,0,23.91
6247006.09,19.56,1,3,0,5.31
298486.58,47.2,3,3,1,36.35
2172980.3,16.47,3,3,1,21.79
1041001.52,56.35,3,3,1,2.18
848856.06,55.03,3,2,1,26.52
274560.09,88.39,4,4,1,39.59
399023.1,92.42,7,3,1,2.32
321133.97,32.07,4,3,0,20.23
2119836.61,59.5,2,2,0,24.15
553609.92,49.48,2,2,0,49.98
463151.99,56.47,4,2,1,11.01
1420949.9,55.2,1,3,1,40.98
182723.02,87.7,6,1,0,7.38
773358.14,86.17,4,4,0,48.2
546799.43,20.43,5,5,1,15.4
455058.63,39.33,9,3,1,7.36
681515.95,73.99,1,2,0,19.15
1251545.98,68.14,3,2,1,0.86
4457604.9,63.65,2,4,1,5.53
504036.04,94.47,3,2,1,24.86
1545402.27,38.64,4,3,1,47.04
564384.45,53.8,3,5,1,22.3
217566.49,93.23,4,3,1,33.05
183394.7,69.12,9,3,1,35.38
1859420.06,65.14,2,5,1,1.92
599557.36,23.15,2,2,0,16.17
276608.63,30.97,5,4,1,49.85
943650.71,42.09,3,4,1,0.45
496600.77,49.51,4,5,1,23.56
402263.9,52.26,7,4,1,41.89
457375.42,86.68,5,4,1,14.49
881308.4,19.11,3,3,0,49.83
305951.35,31.11,5,2,1,24.36
569631.08,22.21,4,3,1,45.71
568313.8,72.5,2,2,1,26.46
859084.24,92.5,5,3,0,19.94
451722.3,85.99,3,4,1,35.53
3903204.7,71.48,1,3,0,47.92
430861.28,11.83,4,3,0,18.87
373039.63,39.5,6,2,0,43.26
245551.46,83.41,6,3,1,33.01
538883.97,65.51,2,2,1,18.99
116004.5,27.82,6,2,0,2.87
263158.33,49.65,4,2,1,15.64
408137.88,17.47,4,4,1,41.58
321649.38,54.27,7,3,1,4.85
908848.08,86.59,4,2,0,28.65
303491.11,13.29,5,5,1,25.64
292005.87,62.18,4,4,1,33.12
208579.76,29.81,4,3,1,46.96
1322310.3,94.18,2,3,1,37.61
909344.05,15.53,5,4,1,25.58
1412943.78,62.47,3,2,1,41.53
758930.35,31.79,4,3,0,35.11
581687.17,85.01,5,1,0,44.79
1830247.9,20.36,3,1,0,36.24
806643.1,46.49,3,5,1,37.68
486950.78,25.76,6,3,1,4.29
408903.85,77.95,4,2,1,0.29
145949.29,39.87,6,4,1,47.79
328862.92,25.87,4,5,0,12.68
328648.84,71.7,6,1,1,8.34
342734.63,79.46,6,1,1,8.02
2099393.86,49.3,3,4,1,36.92
693949.18,42.2,3,3,1,2.42
1005516.31,63.73,4,4,1,33.09
509070.28,65.37,3,3,1,28.62
411144.54,66.16,4,3,1,7.45
297742.15,33.44,3,2,0,6.86
317524.05,90.01,4,2,1,6.72
1360063.1,28.14,2,4,1,13.05
497943.43,41.8,4,2,1,32.13
698244.96,34.11,5,4,1,10.42
368425.17,89.15,6,2,1,33.04
320965.8,80.41,5,3,0,48.59
3597792.2,78.96,2,1,1,43.12
1874135.15,10.4,1,3,1,39.92
796802.94,68.3,5,3,1,47.46
259760.42,29.57,6,3,1,30.66
758778.61,92.26,4,3,1,38.47
865026.17,55.11,4,2,1,38.72
374495.74,58.0,6,2,1,48.73
120694.26,40.3,4,4,1,32.39
400918.55,55.62,5,4,1,13.73
1382859.12,73.73,3,3,1,9.86
2720941.45,57.76,1,2,0,15.4
647716.88,64.51,4,3,1,38.11
176372.14,50.16,4,3,1,32.86
1286874.49,70.89,1,3,1,11.04
1268908.19,86.46,2,2,0,43.01
362333.31,14.34,7,4,1,49.07
2054725.64,19.12,2,2,0,37.88
454423.83,68.28,4,3,0,3.2
632351.12,42.1,4,1,0,31.41
333722.5,33.94,6,4,1,46.89
182786.65,25.18,6,3,1,15.72
170742.68,58.67,3,2,0,29.31
641979.37,39.54,4,4,0,11.43
550220.27,53.18,4,4,0,44.05
273664.19,91.48,5,3,1,43.51
375250.46,74.45,2,5,1,18.29
964371.06,77.66,3,2,0,17.55
211294.13,20.56,8,1,1,0.11
692338.64,37.62,4,4,1,15.94
2022443.17,19.03,3,4,1,39.09
137152.28,92.32,4,1,1,1.53
651538.87,67.99,2,4,1,10.22
437171.25,11.63,4,4,1,36.54
1582131.29,50.42,3,5,1,32.43
247594.08,32.4,3,1,1,49.33
3167234.71,55.9,2,3,1,19.59
717050.29,25.19,3,2,1,6.75
1871778.49,14.83,1,2,0,33.27
293433.02,37.47,6,2,1,4.04
508708.22,35.12,3,3,1,5.93
743729.11,70.94,5,1,1,28.44
261082.88,50.34,4,2,0,23.65
487873.09,34.76,5,1,1,13.25
314913.44,58.49,5,3,1,23.95
627546.31,16.06,2,2,1,43.43
2339132.62,66.3,4,3,0,36.28
509911.53,22.52,5,3,1,22.79
716164.35,33.77,4,2,1,15.64
1962086.27,33.98,2,1,1,29.15
281694.31,49.6,3,4,1,0.24
1418457.8,91.02,4,3,0,36.68
73340.35,37.6,6,1,1,40.14
312526.89,33.91,4,5,0,6.18
301083.55,24.35,5,3,1,20.19
401564.67,43.32,7,2,1,7.34
452160.75,25.47,5,4,0,47.45
358783.08,21.71,5,4,1,41.32
656179.27,82.88,3,3,1,1.1
367535.02,14.47,3,4,0,48.52
403734.75,70.42,2,1,1,7.18
1022023.13,27.22,3,5,0,4.29
501051.51,11.0,6,1,1,1.73
1710137.5,77.59,3,3,1,39.55
308567.34,69.69,4,2,1,46.27
600940.5,38.42,5,1,0,4.87
836204.75,16.74,2,5,1,49.17
2025116.55,40.66,2,1,1,15.86
915186.64,25.41,4,4,1,33.97
375106.84,89.26,6,2,0,49.31
539107.15,55.02,3,4,1,0.52
882280.18,91.93,4,2,1,27.38
365382.92,39.86,8,3,0,32.83
328746.23,57.3,4,4,0,18.63
178774.92,26.16,5,3,1,5.59
416893.43,78.72,4,2,1,31.09
4922112.12,13.49,1,2,0,2.45
657455.81,69.13,6,2,0,46.18
127154.99,43.29,8,4,0,23.16
327988.32,59.17,3,3,1,45.52
1065032.58,60.34,4,3,0,41.84
200622.55,70.42,5,2,1,0.28
